A_given,A_calc,A_diff,H_given,H_calc,H_diff,Result
0.592,0.563,-0.029,0.435,0.437,0.002,1
0.415,0.368,-0.047,0.609,0.632,0.023,1
0.41,0.373,-0.037,0.621,0.627,0.006,1
0.439,0.367,-0.072,0.588,0.633,0.045,1
0.412,0.423,0.011,0.612,0.577,-0.035,1
0.537,0.538,0.001,0.485,0.462,-0.023,0
0.328,0.338,0.01,0.697,0.662,-0.035,0
0.55,0.567,0.017,0.472,0.433,-0.039,1
0.467,0.412,-0.055,0.563,0.588,0.025,1
0.569,0.577,0.008,0.461,0.423,-0.038,0
0.498,0.48,-0.018,0.526,0.52,-0.006,0
0.541,0.524,-0.017,0.481,0.476,-0.005,0
0.554,0.533,-0.021,0.467,0.467,0,0
0.408,0.382,-0.026,0.623,0.618,-0.005,1
0.649,0.667,0.018,0.377,0.333,-0.044,1
0.649,0.672,0.023,0.377,0.328,-0.049,0
0.554,0.522,-0.032,0.467,0.478,0.011,0
0.602,0.576,-0.026,0.424,0.424,0,0
0.611,0.593,-0.018,0.413,0.407,-0.006,0
0.587,0.572,-0.015,0.441,0.428,-0.013,0
0.485,0.434,-0.051,0.537,0.566,0.029,1
0.539,0.527,-0.012,0.483,0.473,-0.01,0
0.592,0.612,0.02,0.435,0.388,-0.047,1
0.595,0.584,-0.011,0.431,0.416,-0.015,1
0.554,0.548,-0.006,0.467,0.452,-0.015,0
0.63,0.631,0.001,0.4,0.369,-0.031,0
0.578,0.582,0.004,0.45,0.418,-0.032,1
0.431,0.383,-0.048,0.595,0.617,0.022,1
0.58,0.56,-0.02,0.448,0.44,-0.008,1
0.762,0.707,-0.055,0.263,0.293,0.03,0
0.488,0.4,-0.088,0.535,0.6,0.065,1
0.537,0.539,0.002,0.485,0.461,-0.024,0
0.6,0.643,0.043,0.426,0.357,-0.069,0
0.567,0.546,-0.021,0.463,0.454,-0.009,1
0.522,0.471,-0.051,0.502,0.529,0.027,1
0.677,0.585,-0.092,0.351,0.415,0.064,0
0.587,0.582,-0.005,0.441,0.418,-0.023,1
0.64,0.667,0.027,0.388,0.333,-0.055,0
0.77,0.802,0.032,0.256,0.198,-0.058,1
0.452,0.493,0.041,0.576,0.507,-0.069,1
0.413,0.398,-0.015,0.618,0.602,-0.016,1
0.574,0.552,-0.022,0.455,0.448,-0.007,1
0.592,0.536,-0.056,0.435,0.464,0.029,0
0.72,0.714,-0.006,0.306,0.286,-0.02,0
0.647,0.636,-0.011,0.38,0.364,-0.016,1
0.655,0.652,-0.003,0.37,0.348,-0.022,0
0.488,0.472,-0.016,0.535,0.528,-0.007,0
0.62,0.603,-0.017,0.412,0.397,-0.015,1
0.574,0.583,0.009,0.455,0.417,-0.038,1
0.64,0.626,-0.014,0.388,0.374,-0.014,0
0.667,0.696,0.029,0.364,0.304,-0.06,1
0.713,0.666,-0.047,0.313,0.334,0.021,1
0.507,0.496,-0.011,0.517,0.504,-0.013,1
0.576,0.568,-0.008,0.452,0.432,-0.02,0
0.655,0.65,-0.005,0.37,0.35,-0.02,0
0.612,0.598,-0.014,0.412,0.402,-0.01,1
0.502,0.513,0.011,0.522,0.487,-0.035,1
0.64,0.623,-0.017,0.388,0.377,-0.011,1
0.583,0.573,-0.01,0.444,0.427,-0.017,0
0.427,0.321,-0.106,0.598,0.679,0.081,0
0.362,0.37,0.008,0.668,0.63,-0.038,0
0.595,0.585,-0.01,0.431,0.415,-0.016,0
0.583,0.578,-0.005,0.444,0.422,-0.022,1
0.59,0.581,-0.009,0.437,0.419,-0.018,0
0.666,0.652,-0.014,0.358,0.348,-0.01,0
0.63,0.575,-0.055,0.4,0.425,0.025,1
0.598,0.594,-0.004,0.427,0.406,-0.021,0
0.533,0.538,0.005,0.49,0.462,-0.028,1
0.713,0.667,-0.046,0.313,0.333,0.02,0
0.522,0.516,-0.006,0.502,0.484,-0.018,1
0.676,0.668,-0.008,0.352,0.332,-0.02,0
0.498,0.477,-0.021,0.526,0.523,-0.003,1
0.526,0.546,0.02,0.498,0.454,-0.044,1
0.706,0.698,-0.008,0.323,0.302,-0.021,0
0.459,0.423,-0.036,0.571,0.577,0.006,1
0.587,0.54,-0.047,0.441,0.46,0.019,0
0.474,0.432,-0.042,0.548,0.568,0.02,0
0.631,0.624,-0.007,0.398,0.376,-0.022,0
0.697,0.645,-0.052,0.328,0.355,0.027,1
0.643,0.615,-0.028,0.385,0.385,0,0
0.667,0.461,-0.206,0.364,0.539,0.175,0
0.708,0.715,0.007,0.321,0.285,-0.036,1
0.612,0.533,-0.079,0.412,0.467,0.055,1
0.554,0.525,-0.029,0.467,0.475,0.008,0
0.664,0.677,0.013,0.36,0.323,-0.037,1
0.611,0.603,-0.008,0.413,0.397,-0.016,1
0.535,0.476,-0.059,0.488,0.524,0.036,1
0.595,0.59,-0.005,0.431,0.41,-0.021,0
0.515,0.458,-0.057,0.51,0.542,0.032,1
0.481,0.465,-0.016,0.541,0.535,-0.006,0
0.598,0.601,0.003,0.427,0.399,-0.028,0
0.6,0.604,0.004,0.426,0.396,-0.03,0
0.631,0.629,-0.002,0.398,0.371,-0.027,1
0.661,0.653,-0.008,0.364,0.347,-0.017,0
0.636,0.659,0.023,0.392,0.341,-0.051,0
0.583,0.567,-0.016,0.444,0.433,-0.011,1
0.681,0.663,-0.018,0.347,0.337,-0.01,1
0.578,0.562,-0.016,0.45,0.438,-0.012,0
0.49,0.536,0.046,0.533,0.464,-0.069,0
0.563,0.573,0.01,0.467,0.427,-0.04,0
0.535,0.571,0.036,0.488,0.429,-0.059,1
0.608,0.588,-0.02,0.417,0.412,-0.005,1
0.485,0.428,-0.057,0.537,0.572,0.035,1
0.512,0.517,0.005,0.512,0.483,-0.029,0
0.543,0.545,0.002,0.478,0.455,-0.023,1
0.683,0.663,-0.02,0.345,0.337,-0.008,1
0.627,0.612,-0.015,0.403,0.388,-0.015,0
0.69,0.683,-0.007,0.336,0.317,-0.019,1
0.618,0.636,0.018,0.413,0.364,-0.049,1
0.531,0.499,-0.032,0.493,0.501,0.008,0
0.753,0.718,-0.035,0.274,0.282,0.008,0
0.571,0.526,-0.045,0.459,0.474,0.015,0
0.483,0.505,0.022,0.539,0.495,-0.044,1
0.488,0.328,-0.16,0.535,0.672,0.137,1
0.636,0.613,-0.023,0.392,0.387,-0.005,0
0.519,0.519,0,0.505,0.481,-0.024,0
0.627,0.638,0.011,0.403,0.362,-0.041,0
0.488,0.444,-0.044,0.535,0.556,0.021,1
0.58,0.559,-0.021,0.448,0.441,-0.007,0
0.543,0.547,0.004,0.478,0.453,-0.025,1
0.624,0.618,-0.006,0.407,0.382,-0.025,0
0.364,0.353,-0.011,0.667,0.647,-0.02,1
0.552,0.601,0.049,0.469,0.399,-0.07,1
0.442,0.409,-0.033,0.585,0.591,0.006,0
0.558,0.496,-0.062,0.474,0.504,0.03,1
0.526,0.518,-0.008,0.498,0.482,-0.016,1
0.554,0.551,-0.003,0.467,0.449,-0.018,1
0.611,0.617,0.006,0.413,0.383,-0.03,0
0.437,0.428,-0.009,0.59,0.572,-0.018,1
0.357,0.285,-0.072,0.672,0.715,0.043,1
0.448,0.37,-0.078,0.58,0.63,0.05,0
0.537,0.542,0.005,0.485,0.458,-0.027,0
0.448,0.449,0.001,0.58,0.551,-0.029,0
0.635,0.632,-0.003,0.394,0.368,-0.026,1
0.593,0.583,-0.01,0.433,0.417,-0.016,0
0.627,0.623,-0.004,0.403,0.377,-0.026,1
0.463,0.48,0.017,0.567,0.52,-0.047,1
0.559,0.61,0.051,0.472,0.39,-0.082,1
0.317,0.381,0.064,0.71,0.619,-0.091,0
0.565,0.556,-0.009,0.465,0.444,-0.021,1
0.469,0.453,-0.016,0.561,0.547,-0.014,1
0.531,0.532,0.001,0.493,0.468,-0.025,1
0.398,0.356,-0.042,0.631,0.644,0.013,1
0.548,0.55,0.002,0.474,0.45,-0.024,1
0.488,0.452,-0.036,0.535,0.548,0.013,0
0.485,0.485,0,0.537,0.515,-0.022,0
0.606,0.595,-0.011,0.418,0.405,-0.013,1
0.459,0.443,-0.016,0.571,0.557,-0.014,0
0.524,0.53,0.006,0.5,0.47,-0.03,0
0.667,0.639,-0.028,0.364,0.361,-0.003,0
0.452,0.445,-0.007,0.576,0.555,-0.021,1
0.455,0.472,0.017,0.574,0.528,-0.046,0
0.459,0.46,0.001,0.571,0.54,-0.031,0
0.517,0.496,-0.021,0.507,0.504,-0.003,0
0.576,0.555,-0.021,0.452,0.445,-0.007,0
0.412,0.409,-0.003,0.62,0.591,-0.029,1
0.583,0.578,-0.005,0.444,0.422,-0.022,1
0.433,0.441,0.008,0.593,0.559,-0.034,1
0.552,0.566,0.014,0.469,0.434,-0.035,0
0.528,0.49,-0.038,0.495,0.51,0.015,1
0.6,0.607,0.007,0.426,0.393,-0.033,0
0.391,0.368,-0.023,0.638,0.632,-0.006,1
0.617,0.555,-0.062,0.415,0.445,0.03,0
0.528,0.552,0.024,0.495,0.448,-0.047,0
0.512,0.459,-0.053,0.512,0.541,0.029,1
0.533,0.546,0.013,0.49,0.454,-0.036,0
0.692,0.586,-0.106,0.333,0.414,0.081,1
0.55,0.482,-0.068,0.472,0.518,0.046,1
0.502,0.496,-0.006,0.522,0.504,-0.018,1
0.463,0.412,-0.051,0.567,0.588,0.021,1
0.625,0.641,0.016,0.405,0.359,-0.046,0
0.495,0.483,-0.012,0.528,0.517,-0.011,1
0.569,0.572,0.003,0.461,0.428,-0.033,1
0.41,0.365,-0.045,0.621,0.635,0.014,1
0.455,0.392,-0.063,0.574,0.608,0.034,1
0.571,0.559,-0.012,0.459,0.441,-0.018,0
0.554,0.561,0.007,0.467,0.439,-0.028,0
0.452,0.425,-0.027,0.576,0.575,-0.001,0
0.474,0.471,-0.003,0.548,0.529,-0.019,1
0.64,0.595,-0.045,0.388,0.405,0.017,0
0.507,0.461,-0.046,0.517,0.539,0.022,1
0.512,0.51,-0.002,0.512,0.49,-0.022,1
0.256,0.191,-0.065,0.77,0.809,0.039,1
0.587,0.484,-0.103,0.441,0.516,0.075,1
0.442,0.447,0.005,0.585,0.553,-0.032,0
0.655,0.64,-0.015,0.37,0.36,-0.01,1
0.467,0.428,-0.039,0.563,0.572,0.009,1
0.667,0.671,0.004,0.364,0.329,-0.035,0
0.617,0.604,-0.013,0.415,0.396,-0.019,0
0.63,0.642,0.012,0.4,0.358,-0.042,0
0.413,0.396,-0.017,0.618,0.604,-0.014,0
0.512,0.496,-0.016,0.512,0.504,-0.008,0
0.502,0.467,-0.035,0.522,0.533,0.011,1
0.531,0.524,-0.007,0.493,0.476,-0.017,0
0.592,0.584,-0.008,0.435,0.416,-0.019,0
0.573,0.58,0.007,0.457,0.42,-0.037,0
0.515,0.514,-0.001,0.51,0.486,-0.024,0
0.328,0.374,0.046,0.697,0.626,-0.071,0
0.37,0.328,-0.042,0.655,0.672,0.017,1
0.543,0.502,-0.041,0.478,0.498,0.02,0
0.548,0.571,0.023,0.474,0.429,-0.045,0
0.552,0.512,-0.04,0.469,0.488,0.019,0
0.574,0.638,0.064,0.455,0.362,-0.093,1
0.688,0.64,-0.048,0.339,0.36,0.021,1
0.681,0.671,-0.01,0.347,0.329,-0.018,1
0.519,0.482,-0.037,0.505,0.518,0.013,1
0.528,0.52,-0.008,0.495,0.48,-0.015,0
0.51,0.504,-0.006,0.515,0.496,-0.019,0
0.433,0.371,-0.062,0.593,0.629,0.036,1
0.6,0.565,-0.035,0.426,0.435,0.009,1
0.59,0.569,-0.021,0.437,0.431,-0.006,0
0.567,0.562,-0.005,0.463,0.438,-0.025,1
0.558,0.481,-0.077,0.474,0.519,0.045,1
0.427,0.423,-0.004,0.598,0.577,-0.021,0
0.737,0.719,-0.018,0.29,0.281,-0.009,1
0.625,0.603,-0.022,0.405,0.397,-0.008,1
0.461,0.458,-0.003,0.569,0.542,-0.027,1
0.469,0.406,-0.063,0.561,0.594,0.033,1
0.585,0.584,-0.001,0.442,0.416,-0.026,0
0.561,0.57,0.009,0.469,0.43,-0.039,1
0.639,0.626,-0.013,0.389,0.374,-0.015,0
0.348,0.365,0.017,0.679,0.635,-0.044,1
0.488,0.48,-0.008,0.535,0.52,-0.015,1
0.612,0.596,-0.016,0.412,0.404,-0.008,0
0.608,0.6,-0.008,0.417,0.4,-0.017,0
0.531,0.516,-0.015,0.493,0.484,-0.009,0
0.474,0.356,-0.118,0.558,0.644,0.086,1
0.533,0.54,0.007,0.49,0.46,-0.03,1
0.524,0.421,-0.103,0.5,0.579,0.079,0
0.481,0.439,-0.042,0.541,0.561,0.02,1
0.722,0.699,-0.023,0.303,0.301,-0.002,0
0.478,0.475,-0.003,0.543,0.525,-0.018,1
0.649,0.619,-0.03,0.377,0.381,0.004,1
0.55,0.546,-0.004,0.472,0.454,-0.018,0
0.539,0.523,-0.016,0.483,0.477,-0.006,0
0.63,0.584,-0.046,0.4,0.416,0.016,0
0.474,0.467,-0.007,0.558,0.533,-0.025,0
0.457,0.457,0,0.573,0.543,-0.03,0
0.537,0.567,0.03,0.485,0.433,-0.052,0
0.578,0.579,0.001,0.45,0.421,-0.029,0
0.522,0.499,-0.023,0.502,0.501,-0.001,0
0.528,0.531,0.003,0.495,0.469,-0.026,0
0.512,0.492,-0.02,0.512,0.508,-0.004,1
0.795,0.81,0.015,0.231,0.19,-0.041,0
0.485,0.484,-0.001,0.537,0.516,-0.021,1
0.628,0.62,-0.008,0.402,0.38,-0.022,0
0.552,0.565,0.013,0.469,0.435,-0.034,1
0.656,0.672,0.016,0.369,0.328,-0.041,0
0.467,0.464,-0.003,0.563,0.536,-0.027,0
0.522,0.533,0.011,0.502,0.467,-0.035,1
0.574,0.521,-0.053,0.455,0.479,0.024,0
0.485,0.487,0.002,0.537,0.513,-0.024,0
0.493,0.449,-0.044,0.531,0.551,0.02,1
0.583,0.579,-0.004,0.444,0.421,-0.023,1
0.578,0.569,-0.009,0.45,0.431,-0.019,0
0.683,0.662,-0.021,0.345,0.338,-0.007,0
0.415,0.386,-0.029,0.617,0.614,-0.003,1
0.426,0.422,-0.004,0.6,0.578,-0.022,1
0.618,0.612,-0.006,0.413,0.388,-0.025,0
0.574,0.456,-0.118,0.455,0.544,0.089,1
0.517,0.495,-0.022,0.507,0.505,-0.002,1
0.6,0.589,-0.011,0.426,0.411,-0.015,0
0.73,0.706,-0.024,0.299,0.294,-0.005,1
0.418,0.382,-0.036,0.606,0.618,0.012,1
0.583,0.59,0.007,0.444,0.41,-0.034,1
0.73,0.747,0.017,0.299,0.253,-0.046,0
0.649,0.658,0.009,0.377,0.342,-0.035,0
0.567,0.576,0.009,0.463,0.424,-0.039,1
0.541,0.526,-0.015,0.481,0.474,-0.007,0
0.602,0.607,0.005,0.424,0.393,-0.031,1
0.442,0.414,-0.028,0.585,0.586,0.001,1
0.519,0.52,0.001,0.505,0.48,-0.025,0
0.526,0.541,0.015,0.498,0.459,-0.039,0
0.63,0.58,-0.05,0.4,0.42,0.02,0
0.541,0.457,-0.084,0.481,0.543,0.062,1
0.548,0.561,0.013,0.474,0.439,-0.035,0
0.522,0.527,0.005,0.502,0.473,-0.029,0
0.673,0.65,-0.023,0.356,0.35,-0.006,0
0.431,0.411,-0.02,0.595,0.589,-0.006,1
0.627,0.627,0,0.403,0.373,-0.03,0
0.603,0.583,-0.02,0.422,0.417,-0.005,0
0.659,0.648,-0.011,0.366,0.352,-0.014,0
0.677,0.647,-0.03,0.351,0.353,0.002,0
0.597,0.623,0.026,0.429,0.377,-0.052,0
0.548,0.549,0.001,0.474,0.451,-0.023,0
0.649,0.684,0.035,0.377,0.316,-0.061,0
0.541,0.557,0.016,0.481,0.443,-0.038,0
0.602,0.627,0.025,0.424,0.373,-0.051,0
0.355,0.353,-0.002,0.674,0.647,-0.027,1
0.608,0.602,-0.006,0.417,0.398,-0.019,0
0.688,0.549,-0.139,0.339,0.451,0.112,0
0.526,0.479,-0.047,0.498,0.521,0.023,1
0.706,0.689,-0.017,0.323,0.311,-0.012,0
0.526,0.539,0.013,0.498,0.461,-0.037,0
0.701,0.705,0.004,0.328,0.295,-0.033,1
0.301,0.302,0.001,0.728,0.698,-0.03,1
0.697,0.687,-0.01,0.328,0.313,-0.015,0
0.747,0.763,0.016,0.282,0.237,-0.045,0
0.578,0.554,-0.024,0.45,0.446,-0.004,0
0.554,0.579,0.025,0.467,0.421,-0.046,1
0.531,0.543,0.012,0.493,0.457,-0.036,0
0.615,0.592,-0.023,0.417,0.408,-0.009,0
0.658,0.664,0.006,0.368,0.336,-0.032,0
0.543,0.529,-0.014,0.478,0.471,-0.007,0
0.322,0.325,0.003,0.707,0.675,-0.032,1
0.429,0.38,-0.049,0.597,0.62,0.023,0
0.543,0.555,0.012,0.478,0.445,-0.033,0
0.455,0.475,0.02,0.574,0.525,-0.049,0
0.561,0.549,-0.012,0.469,0.451,-0.018,0
0.756,0.72,-0.036,0.27,0.28,0.01,0
0.403,0.363,-0.04,0.627,0.637,0.01,0
0.667,0.696,0.029,0.364,0.304,-0.06,0
0.603,0.578,-0.025,0.422,0.422,0,1
0.615,0.488,-0.127,0.417,0.512,0.095,1
0.413,0.434,0.021,0.611,0.566,-0.045,1
0.588,0.599,0.011,0.439,0.401,-0.038,0
0.3,0.268,-0.032,0.725,0.732,0.007,1
0.512,0.343,-0.169,0.512,0.657,0.145,1
0.617,0.606,-0.011,0.415,0.394,-0.021,1
0.756,0.613,-0.143,0.27,0.387,0.117,0
0.588,0.597,0.009,0.439,0.403,-0.036,1
0.526,0.503,-0.023,0.498,0.497,-0.001,0
0.583,0.513,-0.07,0.444,0.487,0.043,0
0.388,0.349,-0.039,0.64,0.651,0.011,1
0.493,0.494,0.001,0.531,0.506,-0.025,1
0.49,0.483,-0.007,0.533,0.517,-0.016,0
0.623,0.633,0.01,0.408,0.367,-0.041,0
0.548,0.527,-0.021,0.474,0.473,-0.001,1
0.493,0.517,0.024,0.531,0.483,-0.048,0
0.263,0.22,-0.043,0.762,0.78,0.018,1
0.6,0.411,-0.189,0.426,0.589,0.163,0
0.49,0.473,-0.017,0.533,0.527,-0.006,1
0.502,0.541,0.039,0.522,0.459,-0.063,0
0.469,0.442,-0.027,0.561,0.558,-0.003,0
0.485,0.422,-0.063,0.537,0.578,0.041,1
0.569,0.563,-0.006,0.461,0.437,-0.024,0
0.558,0.552,-0.006,0.474,0.448,-0.026,1
0.526,0.526,0,0.498,0.474,-0.024,1
0.548,0.536,-0.012,0.474,0.464,-0.01,0
0.606,0.521,-0.085,0.418,0.479,0.061,0
0.41,0.405,-0.005,0.614,0.595,-0.019,1
0.639,0.656,0.017,0.389,0.344,-0.045,1
0.615,0.625,0.01,0.417,0.375,-0.042,1
0.526,0.519,-0.007,0.498,0.481,-0.017,0
0.495,0.511,0.016,0.528,0.489,-0.039,0
0.422,0.351,-0.071,0.603,0.649,0.046,0
0.528,0.508,-0.02,0.495,0.492,-0.003,1
0.574,0.543,-0.031,0.455,0.457,0.002,0
0.701,0.709,0.008,0.324,0.291,-0.033,0
0.515,0.53,0.015,0.51,0.47,-0.04,0
0.515,0.475,-0.04,0.51,0.525,0.015,0
0.472,0.455,-0.017,0.559,0.545,-0.014,1
0.502,0.503,0.001,0.522,0.497,-0.025,0
0.692,0.67,-0.022,0.333,0.33,-0.003,0
0.472,0.427,-0.045,0.559,0.573,0.014,0
0.512,0.502,-0.01,0.512,0.498,-0.014,1
0.588,0.582,-0.006,0.439,0.418,-0.021,0
0.379,0.346,-0.033,0.648,0.654,0.006,0
0.6,0.583,-0.017,0.426,0.417,-0.009,0
0.63,0.62,-0.01,0.4,0.38,-0.02,1
0.345,0.348,0.003,0.683,0.652,-0.031,0
0.397,0.378,-0.019,0.632,0.622,-0.01,1
0.537,0.546,0.009,0.485,0.454,-0.031,0
0.649,0.676,0.027,0.377,0.324,-0.053,0
0.531,0.461,-0.07,0.493,0.539,0.046,0
0.55,0.567,0.017,0.472,0.433,-0.039,0
0.639,0.624,-0.015,0.389,0.376,-0.013,1
0.625,0.639,0.014,0.405,0.361,-0.044,0
0.512,0.505,-0.007,0.512,0.495,-0.017,1
0.336,0.368,0.032,0.69,0.632,-0.058,1
0.488,0.449,-0.039,0.535,0.551,0.016,1
0.554,0.531,-0.023,0.467,0.469,0.002,1
0.559,0.517,-0.042,0.472,0.483,0.011,0
0.512,0.503,-0.009,0.512,0.497,-0.015,0
0.634,0.612,-0.022,0.395,0.388,-0.007,1
0.519,0.54,0.021,0.505,0.46,-0.045,0
0.402,0.411,0.009,0.628,0.589,-0.039,0
0.595,0.578,-0.017,0.431,0.422,-0.009,1
0.535,0.508,-0.027,0.488,0.492,0.004,1
0.569,0.543,-0.026,0.461,0.457,-0.004,1
0.73,0.706,-0.024,0.299,0.294,-0.005,1
0.345,0.337,-0.008,0.683,0.663,-0.02,1
0.587,0.587,0,0.441,0.413,-0.028,0
0.522,0.542,0.02,0.502,0.458,-0.044,0
0.685,0.673,-0.012,0.342,0.327,-0.015,1
0.531,0.555,0.024,0.493,0.445,-0.048,1
0.69,0.708,0.018,0.336,0.292,-0.044,0
0.609,0.644,0.035,0.415,0.356,-0.059,1
0.467,0.439,-0.028,0.563,0.561,-0.002,0
0.59,0.568,-0.022,0.437,0.432,-0.005,1
0.647,0.633,-0.014,0.38,0.367,-0.013,0
0.59,0.582,-0.008,0.437,0.418,-0.019,0
0.326,0.364,0.038,0.699,0.636,-0.063,1
0.592,0.642,0.05,0.435,0.358,-0.077,1
0.746,0.74,-0.006,0.279,0.26,-0.019,0
0.658,0.649,-0.009,0.368,0.351,-0.017,0
0.574,0.543,-0.031,0.455,0.457,0.002,1
0.552,0.516,-0.036,0.469,0.484,0.015,1
0.58,0.59,0.01,0.448,0.41,-0.038,0
0.647,0.672,0.025,0.38,0.328,-0.052,0
0.592,0.584,-0.008,0.435,0.416,-0.019,0
0.635,0.611,-0.024,0.394,0.389,-0.005,1
0.543,0.539,-0.004,0.478,0.461,-0.017,0
0.658,0.666,0.008,0.368,0.334,-0.034,0
0.495,0.484,-0.011,0.528,0.516,-0.012,1
0.563,0.553,-0.01,0.467,0.447,-0.02,0
0.615,0.538,-0.077,0.417,0.462,0.045,0
0.597,0.549,-0.048,0.429,0.451,0.022,1
0.608,0.61,0.002,0.417,0.39,-0.027,1
0.682,0.66,-0.022,0.346,0.34,-0.006,0
0.535,0.514,-0.021,0.488,0.486,-0.002,0
0.614,0.626,0.012,0.41,0.374,-0.036,0
0.51,0.511,0.001,0.515,0.489,-0.026,0
0.415,0.388,-0.027,0.617,0.612,-0.005,1
0.578,0.58,0.002,0.45,0.42,-0.03,0
0.609,0.636,0.027,0.415,0.364,-0.051,1
0.618,0.612,-0.006,0.413,0.388,-0.025,0
0.345,0.353,0.008,0.683,0.647,-0.036,1
0.615,0.624,0.009,0.417,0.376,-0.041,1
0.563,0.581,0.018,0.467,0.419,-0.048,0
0.608,0.647,0.039,0.417,0.353,-0.064,1
0.672,0.662,-0.01,0.357,0.338,-0.019,0
0.42,0.374,-0.046,0.605,0.626,0.021,0
0.624,0.619,-0.005,0.407,0.381,-0.026,0
0.773,0.743,-0.03,0.253,0.257,0.004,0
0.635,0.651,0.016,0.394,0.349,-0.045,1
0.559,0.509,-0.05,0.472,0.491,0.019,1
0.467,0.464,-0.003,0.563,0.536,-0.027,1
0.639,0.642,0.003,0.389,0.358,-0.031,1
0.608,0.591,-0.017,0.417,0.409,-0.008,1
0.533,0.556,0.023,0.49,0.444,-0.046,1
0.4,0.403,0.003,0.63,0.597,-0.033,1
0.655,0.637,-0.018,0.37,0.363,-0.007,0
0.578,0.629,0.051,0.45,0.371,-0.079,1
0.667,0.657,-0.01,0.364,0.343,-0.021,1
0.526,0.471,-0.055,0.498,0.529,0.031,1
0.498,0.479,-0.019,0.526,0.521,-0.005,0
0.539,0.541,0.002,0.483,0.459,-0.024,1
0.611,0.64,0.029,0.413,0.36,-0.053,0
0.69,0.633,-0.057,0.336,0.367,0.031,0
0.512,0.493,-0.019,0.512,0.507,-0.005,0
0.583,0.563,-0.02,0.444,0.437,-0.007,0
0.574,0.559,-0.015,0.455,0.441,-0.014,1
0.576,0.56,-0.016,0.452,0.44,-0.012,1
0.632,0.617,-0.015,0.397,0.383,-0.014,0
0.541,0.549,0.008,0.481,0.451,-0.03,0
0.743,0.677,-0.066,0.282,0.323,0.041,0
0.574,0.574,0,0.455,0.426,-0.029,0
0.385,0.366,-0.019,0.643,0.634,-0.009,1
0.605,0.603,-0.002,0.42,0.397,-0.023,1
0.634,0.669,0.035,0.395,0.331,-0.064,0
0.502,0.484,-0.018,0.522,0.516,-0.006,0
0.467,0.43,-0.037,0.554,0.57,0.016,1
0.583,0.576,-0.007,0.444,0.424,-0.02,1
0.567,0.551,-0.016,0.463,0.449,-0.014,1
0.636,0.611,-0.025,0.392,0.389,-0.003,1
0.474,0.508,0.034,0.548,0.492,-0.056,0
0.36,0.348,-0.012,0.67,0.652,-0.018,0
0.588,0.575,-0.013,0.439,0.425,-0.014,0
0.35,0.291,-0.059,0.678,0.709,0.031,1
0.308,0.287,-0.021,0.718,0.713,-0.005,0
0.478,0.455,-0.023,0.543,0.545,0.002,1
0.552,0.563,0.011,0.469,0.437,-0.032,0
0.635,0.652,0.017,0.394,0.348,-0.046,0
0.502,0.519,0.017,0.522,0.481,-0.041,0
0.722,0.701,-0.021,0.303,0.299,-0.004,0
0.588,0.62,0.032,0.439,0.38,-0.059,0
0.463,0.407,-0.056,0.567,0.593,0.026,1
0.554,0.57,0.016,0.467,0.43,-0.037,0
0.64,0.629,-0.011,0.388,0.371,-0.017,0
0.552,0.52,-0.032,0.469,0.48,0.011,0
0.608,0.598,-0.01,0.417,0.402,-0.015,1
0.515,0.534,0.019,0.51,0.466,-0.044,1
0.522,0.517,-0.005,0.502,0.483,-0.019,1
0.465,0.452,-0.013,0.565,0.548,-0.017,0
0.364,0.361,-0.003,0.661,0.639,-0.022,1
0.498,0.402,-0.096,0.526,0.598,0.072,1
0.337,0.384,0.047,0.689,0.616,-0.073,0
0.533,0.522,-0.011,0.49,0.478,-0.012,1
0.652,0.671,0.019,0.375,0.329,-0.046,1
0.545,0.554,0.009,0.476,0.446,-0.03,0
0.615,0.627,0.012,0.417,0.373,-0.044,1
0.585,0.565,-0.02,0.442,0.435,-0.007,0
0.605,0.63,0.025,0.42,0.37,-0.05,0
0.606,0.602,-0.004,0.418,0.398,-0.02,0
0.413,0.393,-0.02,0.611,0.607,-0.004,1
0.394,0.371,-0.023,0.635,0.629,-0.006,1
0.429,0.403,-0.026,0.597,0.597,0,0
0.463,0.433,-0.03,0.567,0.567,0,0
0.41,0.401,-0.009,0.621,0.599,-0.022,0
0.493,0.458,-0.035,0.531,0.542,0.011,1
0.658,0.642,-0.016,0.368,0.358,-0.01,1
0.4,0.373,-0.027,0.63,0.627,-0.003,1
0.588,0.578,-0.01,0.439,0.422,-0.017,0
0.605,0.613,0.008,0.42,0.387,-0.033,1
0.522,0.51,-0.012,0.502,0.49,-0.012,1
0.495,0.501,0.006,0.528,0.499,-0.029,0
0.652,0.625,-0.027,0.375,0.375,0,1
0.615,0.583,-0.032,0.417,0.417,0,0
0.537,0.484,-0.053,0.485,0.516,0.031,1
0.737,0.731,-0.006,0.29,0.269,-0.021,1
0.548,0.428,-0.12,0.474,0.572,0.098,0
0.507,0.436,-0.071,0.517,0.564,0.047,1
0.467,0.446,-0.021,0.554,0.554,0,1
0.485,0.457,-0.028,0.537,0.543,0.006,0
0.472,0.456,-0.016,0.559,0.544,-0.015,0
0.493,0.495,0.002,0.531,0.505,-0.026,0
0.583,0.567,-0.016,0.444,0.433,-0.011,1
0.574,0.527,-0.047,0.455,0.473,0.018,1
0.563,0.428,-0.135,0.467,0.572,0.105,0
