A_given,A_calc,A_diff,H_given,H_calc,H_diff,Result
0.718,0.694,-0.024,0.308,0.306,-0.002,1
0.465,0.446,-0.019,0.565,0.554,-0.011,1
0.583,0.568,-0.015,0.444,0.432,-0.012,1
0.505,0.486,-0.019,0.519,0.514,-0.005,1
0.73,0.709,-0.021,0.299,0.291,-0.008,0
0.573,0.558,-0.015,0.457,0.442,-0.015,0
0.636,0.643,0.007,0.392,0.357,-0.035,0
0.595,0.595,0,0.431,0.405,-0.026,0
0.469,0.521,0.052,0.552,0.479,-0.073,1
0.585,0.58,-0.005,0.442,0.42,-0.022,0
0.63,0.594,-0.036,0.4,0.406,0.006,0
0.533,0.542,0.009,0.49,0.458,-0.032,0
0.648,0.636,-0.012,0.379,0.364,-0.015,0
0.493,0.516,0.023,0.531,0.484,-0.047,0
0.397,0.394,-0.003,0.632,0.606,-0.026,1
0.483,0.441,-0.042,0.539,0.559,0.02,0
0.444,0.39,-0.054,0.583,0.61,0.027,1
0.567,0.548,-0.019,0.463,0.452,-0.011,0
0.608,0.57,-0.038,0.417,0.43,0.013,0
0.567,0.531,-0.036,0.463,0.469,0.006,1
0.535,0.487,-0.048,0.488,0.513,0.025,1
0.472,0.447,-0.025,0.559,0.553,-0.006,1
0.614,0.581,-0.033,0.41,0.419,0.009,1
0.636,0.642,0.006,0.392,0.358,-0.034,0
0.744,0.742,-0.002,0.282,0.258,-0.024,0
0.565,0.514,-0.051,0.465,0.486,0.021,1
0.608,0.626,0.018,0.417,0.374,-0.043,0
0.565,0.521,-0.044,0.465,0.479,0.014,1
0.463,0.419,-0.044,0.567,0.581,0.014,0
0.559,0.571,0.012,0.472,0.429,-0.043,1
0.51,0.547,0.037,0.515,0.453,-0.062,0
0.426,0.42,-0.006,0.6,0.58,-0.02,0
0.537,0.514,-0.023,0.485,0.486,0.001,0
0.667,0.618,-0.049,0.364,0.382,0.018,1
0.59,0.592,0.002,0.437,0.408,-0.029,0
0.569,0.55,-0.019,0.461,0.45,-0.011,0
0.442,0.426,-0.016,0.585,0.574,-0.011,0
0.612,0.59,-0.022,0.412,0.41,-0.002,1
0.667,0.678,0.011,0.364,0.322,-0.042,1
0.73,0.709,-0.021,0.299,0.291,-0.008,0
0.469,0.413,-0.056,0.552,0.587,0.035,1
0.543,0.564,0.021,0.478,0.436,-0.042,1
0.545,0.52,-0.025,0.476,0.48,0.004,0
0.587,0.577,-0.01,0.441,0.423,-0.018,1
0.474,0.454,-0.02,0.548,0.546,-0.002,0
0.545,0.544,-0.001,0.476,0.456,-0.02,1
0.573,0.576,0.003,0.457,0.424,-0.033,1
0.635,0.625,-0.01,0.394,0.375,-0.019,0
0.55,0.537,-0.013,0.472,0.463,-0.009,1
0.592,0.593,0.001,0.435,0.407,-0.028,1
0.63,0.523,-0.107,0.4,0.477,0.077,1
0.485,0.481,-0.004,0.537,0.519,-0.018,0
0.41,0.397,-0.013,0.621,0.603,-0.018,0
0.592,0.571,-0.021,0.435,0.429,-0.006,1
0.701,0.681,-0.02,0.328,0.319,-0.009,0
0.661,0.668,0.007,0.364,0.332,-0.032,0
0.467,0.457,-0.01,0.554,0.543,-0.011,1
0.573,0.57,-0.003,0.457,0.43,-0.027,1
0.574,0.487,-0.087,0.455,0.513,0.058,0
0.583,0.552,-0.031,0.444,0.448,0.004,0
0.643,0.637,-0.006,0.385,0.363,-0.022,0
0.55,0.6,0.05,0.472,0.4,-0.072,0
0.667,0.627,-0.04,0.364,0.373,0.009,1
0.512,0.51,-0.002,0.512,0.49,-0.022,0
0.635,0.638,0.003,0.394,0.362,-0.032,0
0.502,0.496,-0.006,0.522,0.504,-0.018,0
0.364,0.381,0.017,0.667,0.619,-0.048,0
0.648,0.569,-0.079,0.379,0.431,0.052,1
0.377,0.319,-0.058,0.649,0.681,0.032,1
0.548,0.574,0.026,0.474,0.426,-0.048,1
0.597,0.596,-0.001,0.429,0.404,-0.025,1
0.548,0.549,0.001,0.474,0.451,-0.023,0
0.469,0.425,-0.044,0.561,0.575,0.014,1
0.463,0.432,-0.031,0.567,0.568,0.001,0
0.483,0.506,0.023,0.539,0.494,-0.045,0
0.722,0.736,0.014,0.303,0.264,-0.039,0
0.522,0.499,-0.023,0.502,0.501,-0.001,0
0.773,0.712,-0.061,0.253,0.288,0.035,0
0.481,0.47,-0.011,0.541,0.53,-0.011,0
0.645,0.625,-0.02,0.382,0.375,-0.007,1
0.512,0.5,-0.012,0.512,0.5,-0.012,1
0.385,0.349,-0.036,0.643,0.651,0.008,1
0.636,0.602,-0.034,0.392,0.398,0.006,0
0.457,0.397,-0.06,0.573,0.603,0.03,1
0.612,0.602,-0.01,0.412,0.398,-0.014,0
0.488,0.513,0.025,0.535,0.487,-0.048,0
0.595,0.587,-0.008,0.431,0.413,-0.018,0
0.528,0.551,0.023,0.495,0.449,-0.046,0
0.524,0.53,0.006,0.5,0.47,-0.03,1
0.51,0.513,0.003,0.515,0.487,-0.028,1
0.488,0.497,0.009,0.535,0.503,-0.032,1
0.415,0.364,-0.051,0.617,0.636,0.019,1
0.526,0.523,-0.003,0.498,0.477,-0.021,0
0.41,0.388,-0.022,0.621,0.612,-0.009,1
0.357,0.343,-0.014,0.672,0.657,-0.015,0
0.643,0.608,-0.035,0.385,0.392,0.007,0
0.476,0.464,-0.012,0.545,0.536,-0.009,1
0.573,0.554,-0.019,0.457,0.446,-0.011,0
0.418,0.377,-0.041,0.606,0.623,0.017,1
0.512,0.49,-0.022,0.512,0.51,-0.002,1
0.618,0.62,0.002,0.413,0.38,-0.033,0
0.463,0.378,-0.085,0.567,0.622,0.055,1
0.522,0.551,0.029,0.502,0.449,-0.053,1
0.488,0.549,0.061,0.535,0.451,-0.084,1
0.539,0.556,0.017,0.483,0.444,-0.039,0
0.667,0.661,-0.006,0.364,0.339,-0.025,0
0.63,0.657,0.027,0.4,0.343,-0.057,1
0.435,0.425,-0.01,0.592,0.575,-0.017,1
0.716,0.692,-0.024,0.311,0.308,-0.003,0
0.615,0.601,-0.014,0.417,0.399,-0.018,1
0.364,0.376,0.012,0.661,0.624,-0.037,1
0.427,0.366,-0.061,0.598,0.634,0.036,0
0.498,0.535,0.037,0.526,0.465,-0.061,1
0.488,0.414,-0.074,0.535,0.586,0.051,1
0.621,0.665,0.044,0.41,0.335,-0.075,1
0.615,0.599,-0.016,0.417,0.401,-0.016,1
0.467,0.482,0.015,0.554,0.518,-0.036,1
0.583,0.561,-0.022,0.444,0.439,-0.005,1
0.556,0.537,-0.019,0.476,0.463,-0.013,1
0.463,0.469,0.006,0.567,0.531,-0.036,1
0.615,0.59,-0.025,0.417,0.41,-0.007,0
0.59,0.568,-0.022,0.437,0.432,-0.005,1
0.548,0.537,-0.011,0.474,0.463,-0.011,1
0.672,0.667,-0.005,0.357,0.333,-0.024,0
0.587,0.596,0.009,0.441,0.404,-0.037,0
0.417,0.396,-0.021,0.615,0.604,-0.011,0
0.394,0.372,-0.022,0.635,0.628,-0.007,0
0.457,0.425,-0.032,0.573,0.575,0.002,1
0.392,0.384,-0.008,0.636,0.616,-0.02,0
0.429,0.445,0.016,0.597,0.555,-0.042,1
0.6,0.564,-0.036,0.426,0.436,0.01,0
0.474,0.445,-0.029,0.548,0.555,0.007,0
0.647,0.638,-0.009,0.38,0.362,-0.018,1
0.439,0.429,-0.01,0.588,0.571,-0.017,1
0.417,0.447,0.03,0.615,0.553,-0.062,1
0.388,0.367,-0.021,0.64,0.633,-0.007,1
0.701,0.676,-0.025,0.328,0.324,-0.004,0
0.602,0.606,0.004,0.424,0.394,-0.03,0
0.561,0.573,0.012,0.469,0.427,-0.042,1
0.398,0.371,-0.027,0.631,0.629,-0.002,1
0.597,0.623,0.026,0.429,0.377,-0.052,0
0.531,0.526,-0.005,0.493,0.474,-0.019,0
0.535,0.537,0.002,0.488,0.463,-0.025,0
0.608,0.608,0,0.417,0.392,-0.025,1
0.558,0.562,0.004,0.474,0.438,-0.036,0
0.392,0.362,-0.03,0.636,0.638,0.002,1
0.498,0.508,0.01,0.526,0.492,-0.034,0
0.435,0.417,-0.018,0.592,0.583,-0.009,1
0.422,0.468,0.046,0.603,0.532,-0.071,1
0.614,0.592,-0.022,0.41,0.408,-0.002,1
0.515,0.471,-0.044,0.51,0.529,0.019,0
0.802,0.754,-0.048,0.225,0.246,0.021,0
0.638,0.643,0.005,0.391,0.357,-0.034,0
0.512,0.515,0.003,0.512,0.485,-0.027,1
0.531,0.537,0.006,0.493,0.463,-0.03,1
0.474,0.448,-0.026,0.558,0.552,-0.006,1
0.556,0.493,-0.063,0.476,0.507,0.031,1
0.545,0.587,0.042,0.476,0.413,-0.063,0
0.539,0.519,-0.02,0.483,0.481,-0.002,0
0.522,0.494,-0.028,0.502,0.506,0.004,0
0.569,0.553,-0.016,0.461,0.447,-0.014,0
0.632,0.644,0.012,0.397,0.356,-0.041,0
0.63,0.567,-0.063,0.4,0.433,0.033,0
0.537,0.532,-0.005,0.485,0.468,-0.017,1
0.485,0.435,-0.05,0.537,0.565,0.028,1
0.63,0.56,-0.07,0.4,0.44,0.04,0
0.706,0.714,0.008,0.323,0.286,-0.037,0
0.571,0.588,0.017,0.459,0.412,-0.047,0
0.526,0.502,-0.024,0.498,0.498,0,0
0.642,0.64,-0.002,0.386,0.36,-0.026,1
0.483,0.495,0.012,0.539,0.505,-0.034,0
0.505,0.507,0.002,0.519,0.493,-0.026,1
0.63,0.62,-0.01,0.4,0.38,-0.02,0
0.476,0.429,-0.047,0.545,0.571,0.026,1
0.648,0.691,0.043,0.379,0.309,-0.07,0
0.744,0.703,-0.041,0.282,0.297,0.015,0
0.512,0.494,-0.018,0.512,0.506,-0.006,1
0.377,0.369,-0.008,0.649,0.631,-0.018,1
0.554,0.51,-0.044,0.467,0.49,0.023,0
0.541,0.548,0.007,0.481,0.452,-0.029,0
0.472,0.477,0.005,0.55,0.523,-0.027,1
0.661,0.617,-0.044,0.364,0.383,0.019,0
0.573,0.593,0.02,0.457,0.407,-0.05,0
0.519,0.512,-0.007,0.505,0.488,-0.017,0
0.535,0.537,0.002,0.488,0.463,-0.025,1
0.498,0.488,-0.01,0.526,0.512,-0.014,1
0.583,0.597,0.014,0.444,0.403,-0.041,0
0.649,0.657,0.008,0.377,0.343,-0.034,0
0.533,0.5,-0.033,0.49,0.5,0.01,1
0.667,0.664,-0.003,0.364,0.336,-0.028,0
0.701,0.757,0.056,0.328,0.243,-0.085,1
0.649,0.654,0.005,0.377,0.346,-0.031,0
0.597,0.607,0.01,0.429,0.393,-0.036,0
0.573,0.581,0.008,0.457,0.419,-0.038,1
0.474,0.455,-0.019,0.548,0.545,-0.003,1
0.543,0.553,0.01,0.478,0.447,-0.031,0
0.552,0.572,0.02,0.469,0.428,-0.041,1
0.612,0.59,-0.022,0.412,0.41,-0.002,1
0.744,0.729,-0.015,0.282,0.271,-0.011,0
0.621,0.613,-0.008,0.41,0.387,-0.023,1
0.524,0.476,-0.048,0.5,0.524,0.024,0
0.485,0.512,0.027,0.537,0.488,-0.049,0
0.569,0.421,-0.148,0.461,0.579,0.118,0
0.583,0.486,-0.097,0.444,0.514,0.07,0
0.643,0.615,-0.028,0.385,0.385,0,1
0.597,0.617,0.02,0.429,0.383,-0.046,0
0.545,0.544,-0.001,0.476,0.456,-0.02,1
0.467,0.415,-0.052,0.563,0.585,0.022,1
0.6,0.594,-0.006,0.426,0.406,-0.02,0
0.498,0.481,-0.017,0.526,0.519,-0.007,0
0.465,0.456,-0.009,0.565,0.544,-0.021,1
0.697,0.716,0.019,0.328,0.284,-0.044,1
0.565,0.486,-0.079,0.465,0.514,0.049,1
0.73,0.684,-0.046,0.299,0.316,0.017,0
0.474,0.485,0.011,0.548,0.515,-0.033,0
0.598,0.491,-0.107,0.427,0.509,0.082,1
0.376,0.346,-0.03,0.65,0.654,0.004,1
0.583,0.568,-0.015,0.444,0.432,-0.012,1
0.512,0.488,-0.024,0.512,0.512,0,1
0.667,0.689,0.022,0.364,0.311,-0.053,0
0.583,0.571,-0.012,0.444,0.429,-0.015,0
0.519,0.487,-0.032,0.505,0.513,0.008,0
0.543,0.558,0.015,0.478,0.442,-0.036,0
0.608,0.603,-0.005,0.417,0.397,-0.02,0
0.512,0.52,0.008,0.512,0.48,-0.032,0
0.474,0.456,-0.018,0.558,0.544,-0.014,1
0.609,0.6,-0.009,0.415,0.4,-0.015,1
0.583,0.516,-0.067,0.444,0.484,0.04,0
0.697,0.685,-0.012,0.328,0.315,-0.013,0
0.585,0.571,-0.014,0.442,0.429,-0.013,0
0.672,0.663,-0.009,0.357,0.337,-0.02,0
0.515,0.533,0.018,0.51,0.467,-0.043,0
0.413,0.399,-0.014,0.618,0.601,-0.017,1
0.563,0.564,0.001,0.467,0.436,-0.031,1
0.303,0.319,0.016,0.722,0.681,-0.041,1
0.444,0.409,-0.035,0.583,0.591,0.008,1
0.441,0.412,-0.029,0.587,0.588,0.001,1
0.498,0.488,-0.01,0.526,0.512,-0.014,1
0.426,0.401,-0.025,0.6,0.599,-0.001,0
0.567,0.561,-0.006,0.463,0.439,-0.024,1
0.598,0.596,-0.002,0.427,0.404,-0.023,0
0.661,0.642,-0.019,0.364,0.358,-0.006,1
0.444,0.432,-0.012,0.583,0.568,-0.015,0
0.417,0.399,-0.018,0.608,0.601,-0.007,0
0.442,0.409,-0.033,0.585,0.591,0.006,1
0.561,0.509,-0.052,0.469,0.491,0.022,0
0.583,0.566,-0.017,0.444,0.434,-0.01,1
0.417,0.427,0.01,0.608,0.573,-0.035,1
0.417,0.392,-0.025,0.608,0.608,0,1
0.5,0.47,-0.03,0.524,0.53,0.006,1
0.561,0.488,-0.073,0.469,0.512,0.043,0
0.621,0.607,-0.014,0.41,0.393,-0.017,1
0.592,0.567,-0.025,0.435,0.433,-0.002,0
0.545,0.575,0.03,0.476,0.425,-0.051,0
0.505,0.526,0.021,0.519,0.474,-0.045,0
0.483,0.438,-0.045,0.539,0.562,0.023,0
0.693,0.676,-0.017,0.332,0.324,-0.008,0
0.426,0.417,-0.009,0.6,0.583,-0.017,1
0.524,0.586,0.062,0.5,0.414,-0.086,1
0.55,0.544,-0.006,0.472,0.456,-0.016,0
0.472,0.457,-0.015,0.559,0.543,-0.016,1
0.683,0.601,-0.082,0.345,0.399,0.054,1
0.433,0.438,0.005,0.593,0.562,-0.031,1
0.697,0.696,-0.001,0.328,0.304,-0.024,0
0.672,0.679,0.007,0.357,0.321,-0.036,1
0.543,0.533,-0.01,0.478,0.467,-0.011,1
0.634,0.652,0.018,0.395,0.348,-0.047,0
0.476,0.438,-0.038,0.556,0.562,0.006,0
0.512,0.484,-0.028,0.512,0.516,0.004,0
0.505,0.517,0.012,0.519,0.483,-0.036,0
0.441,0.405,-0.036,0.587,0.595,0.008,1
0.661,0.691,0.03,0.364,0.309,-0.055,0
0.642,0.626,-0.016,0.386,0.374,-0.012,1
0.392,0.395,0.003,0.636,0.605,-0.031,0
0.328,0.374,0.046,0.701,0.626,-0.075,1
0.457,0.445,-0.012,0.573,0.555,-0.018,0
0.531,0.544,0.013,0.493,0.456,-0.037,0
0.675,0.646,-0.029,0.353,0.354,0.001,0
0.667,0.674,0.007,0.364,0.326,-0.038,1
0.63,0.661,0.031,0.4,0.339,-0.061,0
0.493,0.485,-0.008,0.531,0.515,-0.016,0
0.535,0.519,-0.016,0.488,0.481,-0.007,1
0.524,0.51,-0.014,0.5,0.49,-0.01,0
0.502,0.476,-0.026,0.522,0.524,0.002,0
0.543,0.531,-0.012,0.478,0.469,-0.009,0
0.63,0.619,-0.011,0.4,0.381,-0.019,1
0.668,0.683,0.015,0.362,0.317,-0.045,0
0.467,0.494,0.027,0.554,0.506,-0.048,0
0.308,0.363,0.055,0.718,0.637,-0.081,1
0.636,0.648,0.012,0.392,0.352,-0.04,0
0.5,0.517,0.017,0.524,0.483,-0.041,1
0.467,0.412,-0.055,0.554,0.588,0.034,0
0.615,0.598,-0.017,0.417,0.402,-0.015,1
0.476,0.471,-0.005,0.556,0.529,-0.027,0
0.667,0.552,-0.115,0.364,0.448,0.084,0
0.498,0.438,-0.06,0.526,0.562,0.036,0
0.592,0.581,-0.011,0.435,0.419,-0.016,1
0.467,0.484,0.017,0.554,0.516,-0.038,1
0.476,0.435,-0.041,0.545,0.565,0.02,1
0.722,0.719,-0.003,0.303,0.281,-0.022,0
0.558,0.586,0.028,0.474,0.414,-0.06,0
0.395,0.386,-0.009,0.634,0.614,-0.02,1
0.417,0.371,-0.046,0.608,0.629,0.021,0
0.493,0.474,-0.019,0.531,0.526,-0.005,1
0.659,0.629,-0.03,0.366,0.371,0.005,0
0.598,0.587,-0.011,0.427,0.413,-0.014,0
0.569,0.571,0.002,0.461,0.429,-0.032,0
0.603,0.586,-0.017,0.422,0.414,-0.008,0
0.638,0.653,0.015,0.391,0.347,-0.044,0
0.632,0.622,-0.01,0.397,0.378,-0.019,1
0.595,0.594,-0.001,0.431,0.406,-0.025,0
0.587,0.508,-0.079,0.441,0.492,0.051,0
0.485,0.403,-0.082,0.537,0.597,0.06,1
0.609,0.626,0.017,0.415,0.374,-0.041,1
0.753,0.708,-0.045,0.274,0.292,0.018,0
0.476,0.459,-0.017,0.545,0.541,-0.004,1
0.361,0.329,-0.032,0.669,0.671,0.002,0
0.498,0.512,0.014,0.526,0.488,-0.038,1
0.485,0.487,0.002,0.537,0.513,-0.024,0
0.832,0.821,-0.011,0.186,0.179,-0.007,0
0.478,0.436,-0.042,0.543,0.564,0.021,0
0.512,0.523,0.011,0.512,0.477,-0.035,1
0.587,0.568,-0.019,0.441,0.432,-0.009,0
0.457,0.47,0.013,0.573,0.53,-0.043,0
0.638,0.676,0.038,0.391,0.324,-0.067,0
0.539,0.53,-0.009,0.483,0.47,-0.013,0
0.583,0.588,0.005,0.444,0.412,-0.032,1
0.483,0.471,-0.012,0.539,0.529,-0.01,0
0.505,0.493,-0.012,0.519,0.507,-0.012,0
0.364,0.382,0.018,0.667,0.618,-0.049,1
0.63,0.615,-0.015,0.4,0.385,-0.015,0
0.618,0.607,-0.011,0.413,0.393,-0.02,0
0.608,0.635,0.027,0.417,0.365,-0.052,0
0.762,0.742,-0.02,0.263,0.258,-0.005,1
0.718,0.715,-0.003,0.308,0.285,-0.023,0
0.429,0.38,-0.049,0.597,0.62,0.023,1
0.559,0.551,-0.008,0.472,0.449,-0.023,0
0.667,0.653,-0.014,0.364,0.347,-0.017,0
0.573,0.555,-0.018,0.457,0.445,-0.012,0
0.535,0.534,-0.001,0.488,0.466,-0.022,1
0.478,0.495,0.017,0.543,0.505,-0.038,1
0.632,0.672,0.04,0.397,0.328,-0.069,0
0.472,0.452,-0.02,0.55,0.548,-0.002,0
0.6,0.589,-0.011,0.426,0.411,-0.015,1
0.294,0.366,0.072,0.733,0.634,-0.099,1
0.561,0.586,0.025,0.469,0.414,-0.055,0
0.569,0.566,-0.003,0.461,0.434,-0.027,0
0.563,0.564,0.001,0.467,0.436,-0.031,1
0.609,0.594,-0.015,0.415,0.406,-0.009,0
0.531,0.513,-0.018,0.493,0.487,-0.006,0
0.573,0.593,0.02,0.457,0.407,-0.05,0
0.457,0.353,-0.104,0.573,0.647,0.074,0
0.565,0.55,-0.015,0.465,0.45,-0.015,1
0.558,0.529,-0.029,0.474,0.471,-0.003,1
0.583,0.59,0.007,0.444,0.41,-0.034,0
0.351,0.369,0.018,0.677,0.631,-0.046,0
0.415,0.413,-0.002,0.609,0.587,-0.022,0
0.592,0.576,-0.016,0.435,0.424,-0.011,0
0.662,0.656,-0.006,0.362,0.344,-0.018,0
0.592,0.572,-0.02,0.435,0.428,-0.007,0
0.602,0.597,-0.005,0.424,0.403,-0.021,0
0.429,0.396,-0.033,0.597,0.604,0.007,0
0.5,0.494,-0.006,0.524,0.506,-0.018,0
0.585,0.591,0.006,0.442,0.409,-0.033,0
0.545,0.55,0.005,0.476,0.45,-0.026,0
0.427,0.446,0.019,0.598,0.554,-0.044,1
0.495,0.506,0.011,0.528,0.494,-0.034,0
0.649,0.631,-0.018,0.377,0.369,-0.008,0
0.469,0.446,-0.023,0.561,0.554,-0.007,1
0.457,0.43,-0.027,0.573,0.57,-0.003,0
0.362,0.365,0.003,0.662,0.635,-0.027,1
0.609,0.592,-0.017,0.415,0.408,-0.007,1
0.469,0.467,-0.002,0.552,0.533,-0.019,1
0.362,0.367,0.005,0.668,0.633,-0.035,1
0.643,0.632,-0.011,0.385,0.368,-0.017,1
0.543,0.516,-0.027,0.478,0.484,0.006,1
0.667,0.691,0.024,0.364,0.309,-0.055,0
0.597,0.579,-0.018,0.429,0.421,-0.008,0
0.617,0.624,0.007,0.415,0.376,-0.039,1
0.519,0.515,-0.004,0.505,0.485,-0.02,0
0.537,0.566,0.029,0.485,0.434,-0.051,1
0.595,0.588,-0.007,0.431,0.412,-0.019,0
0.512,0.527,0.015,0.512,0.473,-0.039,0
0.392,0.375,-0.017,0.636,0.625,-0.011,1
0.472,0.478,0.006,0.559,0.522,-0.037,0
0.377,0.37,-0.007,0.649,0.63,-0.019,1
0.522,0.541,0.019,0.502,0.459,-0.043,1
0.465,0.435,-0.03,0.565,0.565,0,0
0.559,0.529,-0.03,0.472,0.471,-0.001,0
0.638,0.592,-0.046,0.391,0.408,0.017,1
0.567,0.596,0.029,0.463,0.404,-0.059,1
0.474,0.487,0.013,0.558,0.513,-0.045,0
0.567,0.586,0.019,0.463,0.414,-0.049,1
0.522,0.538,0.016,0.502,0.462,-0.04,0
0.73,0.719,-0.011,0.299,0.281,-0.018,0
0.617,0.594,-0.023,0.415,0.406,-0.009,1
0.347,0.337,-0.01,0.681,0.663,-0.018,0
0.543,0.546,0.003,0.478,0.454,-0.024,1
0.683,0.734,0.051,0.345,0.266,-0.079,1
0.611,0.598,-0.013,0.413,0.402,-0.011,1
0.4,0.365,-0.035,0.63,0.635,0.005,1
0.561,0.552,-0.009,0.469,0.448,-0.021,0
0.528,0.45,-0.078,0.495,0.55,0.055,0
0.522,0.524,0.002,0.502,0.476,-0.026,0
0.437,0.461,0.024,0.59,0.539,-0.051,1
0.621,0.564,-0.057,0.41,0.436,0.026,0
0.435,0.443,0.008,0.592,0.557,-0.035,1
0.597,0.588,-0.009,0.429,0.412,-0.017,0
0.5,0.451,-0.049,0.524,0.549,0.025,0
0.598,0.608,0.01,0.427,0.392,-0.035,0
0.488,0.473,-0.015,0.535,0.527,-0.008,0
0.263,0.339,0.076,0.762,0.661,-0.101,1
0.636,0.601,-0.035,0.392,0.399,0.007,0
0.537,0.529,-0.008,0.485,0.471,-0.014,0
0.512,0.529,0.017,0.512,0.471,-0.041,1
0.351,0.342,-0.009,0.677,0.658,-0.019,0
0.569,0.564,-0.005,0.461,0.436,-0.025,0
0.444,0.436,-0.008,0.583,0.564,-0.019,1
0.569,0.468,-0.101,0.461,0.532,0.071,1
0.565,0.561,-0.004,0.465,0.439,-0.026,1
0.565,0.551,-0.014,0.465,0.449,-0.016,1
0.583,0.657,0.074,0.444,0.343,-0.101,0
0.662,0.724,0.062,0.362,0.276,-0.086,1
0.533,0.484,-0.049,0.49,0.516,0.026,0
0.303,0.322,0.019,0.722,0.678,-0.044,1
0.483,0.477,-0.006,0.539,0.523,-0.016,0
0.722,0.708,-0.014,0.303,0.292,-0.011,0
0.524,0.527,0.003,0.5,0.473,-0.027,0
0.615,0.624,0.009,0.417,0.376,-0.041,0
0.493,0.544,0.051,0.531,0.456,-0.075,1
0.512,0.501,-0.011,0.512,0.499,-0.013,0
0.611,0.628,0.017,0.413,0.372,-0.041,0
0.446,0.428,-0.018,0.582,0.572,-0.01,0
0.556,0.545,-0.011,0.476,0.455,-0.021,1
0.561,0.547,-0.014,0.469,0.453,-0.016,1
0.364,0.356,-0.008,0.661,0.644,-0.017,0
0.435,0.425,-0.01,0.592,0.575,-0.017,1
0.524,0.528,0.004,0.5,0.472,-0.028,1
0.469,0.396,-0.073,0.561,0.604,0.043,1
0.567,0.536,-0.031,0.463,0.464,0.001,0
0.512,0.498,-0.014,0.512,0.502,-0.01,1
0.592,0.571,-0.021,0.435,0.429,-0.006,0
0.505,0.485,-0.02,0.519,0.515,-0.004,1
0.605,0.54,-0.065,0.42,0.46,0.04,0
0.517,0.505,-0.012,0.507,0.495,-0.012,0
0.444,0.443,-0.001,0.583,0.557,-0.026,0
0.535,0.503,-0.032,0.488,0.497,0.009,1
0.6,0.574,-0.026,0.426,0.426,0,0
0.649,0.632,-0.017,0.377,0.368,-0.009,1
0.465,0.458,-0.007,0.565,0.542,-0.023,1
0.565,0.478,-0.087,0.465,0.522,0.057,1
0.583,0.586,0.003,0.444,0.414,-0.03,1
0.426,0.413,-0.013,0.6,0.587,-0.013,1
0.565,0.559,-0.006,0.465,0.441,-0.024,1
0.722,0.723,0.001,0.303,0.277,-0.026,0
0.65,0.673,0.023,0.376,0.327,-0.049,1
0.543,0.536,-0.007,0.478,0.464,-0.014,0
0.485,0.497,0.012,0.537,0.503,-0.034,1
0.485,0.502,0.017,0.537,0.498,-0.039,0
0.583,0.579,-0.004,0.444,0.421,-0.023,0
0.535,0.569,0.034,0.488,0.431,-0.057,1
0.75,0.717,-0.033,0.278,0.283,0.005,0
0.609,0.608,-0.001,0.415,0.392,-0.023,1
0.512,0.525,0.013,0.512,0.475,-0.037,0
0.569,0.59,0.021,0.461,0.41,-0.051,0
0.308,0.302,-0.006,0.718,0.698,-0.02,1
0.688,0.692,0.004,0.339,0.308,-0.031,0
0.595,0.57,-0.025,0.431,0.43,-0.001,0
0.63,0.631,0.001,0.4,0.369,-0.031,0
0.548,0.589,0.041,0.474,0.411,-0.063,0
0.602,0.595,-0.007,0.424,0.405,-0.019,0
0.583,0.593,0.01,0.444,0.407,-0.037,0
0.649,0.636,-0.013,0.377,0.364,-0.013,0
0.413,0.377,-0.036,0.611,0.623,0.012,0
0.539,0.524,-0.015,0.483,0.476,-0.007,0
0.6,0.594,-0.006,0.426,0.406,-0.02,1
0.498,0.466,-0.032,0.526,0.534,0.008,0
0.397,0.389,-0.008,0.632,0.611,-0.021,1
0.573,0.547,-0.026,0.457,0.453,-0.004,1
0.537,0.56,0.023,0.485,0.44,-0.045,0
0.545,0.532,-0.013,0.476,0.468,-0.008,0
0.602,0.585,-0.017,0.424,0.415,-0.009,1
0.379,0.337,-0.042,0.648,0.663,0.015,1
0.481,0.443,-0.038,0.541,0.557,0.016,1
0.528,0.548,0.02,0.495,0.452,-0.043,1
0.561,0.558,-0.003,0.469,0.442,-0.027,1
0.478,0.451,-0.027,0.543,0.549,0.006,1
0.507,0.511,0.004,0.517,0.489,-0.028,1
0.444,0.452,0.008,0.583,0.548,-0.035,1
0.744,0.693,-0.051,0.282,0.307,0.025,0
0.435,0.389,-0.046,0.592,0.611,0.019,1
0.565,0.522,-0.043,0.465,0.478,0.013,0
0.706,0.654,-0.052,0.323,0.346,0.023,1
0.639,0.637,-0.002,0.389,0.363,-0.026,0
0.398,0.383,-0.015,0.631,0.617,-0.014,1
0.444,0.39,-0.054,0.583,0.61,0.027,1
0.485,0.495,0.01,0.537,0.505,-0.032,0
0.567,0.564,-0.003,0.463,0.436,-0.027,1
0.392,0.398,0.006,0.636,0.602,-0.034,1
0.507,0.5,-0.007,0.517,0.5,-0.017,0
0.426,0.42,-0.006,0.6,0.58,-0.02,0
0.552,0.49,-0.062,0.469,0.51,0.041,1
0.733,0.768,0.035,0.294,0.232,-0.062,1
0.559,0.571,0.012,0.472,0.429,-0.043,1
0.427,0.471,0.044,0.598,0.529,-0.069,1
0.539,0.555,0.016,0.483,0.445,-0.038,0
0.726,0.684,-0.042,0.303,0.316,0.013,1
0.726,0.709,-0.017,0.303,0.291,-0.012,0
0.294,0.264,-0.03,0.733,0.736,0.003,0
